state,state_code,district_name,assembly_constituency_name,assembly_constituency_no,parliamentary_constituency_name,polling_station_name,polling_station_id,polling_station_type,polling_station_address,gps_lat,gps_lon,total_electors,male_electors,female_electors,other_electors,votes_polled,valid_votes,rejected_votes,candidate_1_name,candidate_1_party,candidate_1_votes,candidate_2_name,candidate_2_party,candidate_2_votes,gender_ratio_flag,caste_group,religion_group,age_category
Arunachal Pradesh,AR,West Siang,Along East,31,PC_1,ZP School Along East,200019,Main,Along East Road,28.1667,94.8,1345,723,622,0,1123,1118,5,Kento Jini,INC,789,Topin Ete,BJP,329,Male-Skewed,General,Hindu,26-35
Arunachal Pradesh,AR,Lower Siang,Likabali,28,PC_1,Govt HS Likabali,200020,Auxiliary,Likabali Market,27.9167,94.7,1123,606,517,0,945,940,5,Kardo Nyigyor,BJP,678,Jarsa Gamlin,INC,262,Male-Skewed,General,Buddhist,18-25
Arunachal Pradesh,AR,Changlang,Nampong,52,PC_2,GP School Nampong,200100,Main,Nampong Circle Office,27.2833,95.9,987,534,453,0,823,819,4,Laisam Simai,BJP,678,Tesam Pongte,INC,141,Male-Skewed,ST,Hindu,26-35
,,,,,,,,,,,,,,,,,,,,,,,,,Balanced,General,Christian,36-50
Assam,AS,Kokrajhar,Gossaigaon,28,PC_1,ZP High School Gossaigaon,300001,Main,Gossaigaon College Road,26.5167,90.0167,1789,945,844,0,1523,1518,5,Pramod Boro,UPPL,1123,Majendra Narzary,BPF,395,Male-Skewed,OBC,Hindu,18-25
Assam,AS,Kokrajhar,Kokrajhar West,29,PC_1,Govt HS School Kokrajhar,300002,Auxiliary,Kokrajhar Town,26.4,90.2667,1567,823,744,0,1345,1340,5,Naba Kumar Sarania,IND,912,Pramila Rani Brahma,BJP,428,Male-Skewed,General,Christian,36-50
Assam,AS,Kokrajhar,Kokrajhar East,30,PC_1,GP School Kajalgaon,300003,Main,Kajalgaon Market,26.4667,90.5667,1654,867,787,0,1398,1393,5,Rabiram Narzary,BPF,945,Urkhao Gwra Brahma,UPPL,448,Male-Skewed,General,Sikh,65+
Assam,AS,Dhubri,Dhubri,23,PC_3,Govt HS School Dhubri,300004,Auxiliary,Dhubri College Road,26.0167,89.9833,1899,999,900,0,1654,1649,5,Badruddin Ajmal,AIUDF,1234,Abu Taher Bepari,INC,415,Male-Skewed,SC,Hindu,36-50
Assam,AS,Dhubri,Golakganj,25,PC_3,ZP School Golakganj,300005,Main,Golakganj Railway Station,26.1833,89.8333,1823,966,857,0,1567,1562,5,Abdus Sobhan Ali Sarkar,INC,1234,Ashraf Ali Ahmed,AIUDF,328,Male-Skewed,OBC,Christian,26-35
Assam,AS,Dhubri,Bilasipara West,26,PC_3,GP School Bilasipara,300006,Auxiliary,Bilasipara Char Area,26.2333,90.2333,1745,922,823,0,1478,1473,5,Aminul Islam,AIUDF,1123,Zakir Hussain Sheikh,INC,350,Male-Skewed,General,Christian,36-50
Assam,AS,Barpeta,Sorbhog,40,PC_6,Govt HS School Sorbhog,300007,Main,Sorbhog Market,26.4833,90.8833,1823,955,868,0,1567,1561,6,Phanibhushan Choudhury,AGP,1123,Abdul Khaleque,INC,438,Male-Skewed,OBC,Hindu,65+
Assam,AS,Barpeta,Barpeta,43,PC_6,ZP School Barpeta,300008,Auxiliary,Barpeta Road,26.3167,91,1899,999,900,0,1654,1649,5,Sherman Ali Ahmed,INC,1234,Tankeswar Rabha,AGP,415,Male-Skewed,SC,Hindu,18-25
Assam,AS,Barpeta,Jania,44,PC_6,GP School Jania,300009,Main,Jania Char Area,26.3333,91.0167,1745,922,823,0,1478,1473,5,Rafiqul Islam,AIUDF,1123,Abdul Kaddus,INC,350,Male-Skewed,OBC,Hindu,51-65
Assam,AS,Bongaigaon,Bongaigaon,32,PC_5,Govt HS School Bongaigaon,300010,Auxiliary,Bongaigaon Refinery Road,26.4833,90.55,1789,945,844,0,1523,1518,5,Phani Bhusan Choudhury,AGP,1123,Abdul Hasib,INC,395,Male-Skewed,ST,Hindu,36-50
Assam,AS,Goalpara,Goalpara East,37,PC_4,ZP School Goalpara,300011,Main,Goalpara College Road,26.css26.1667,90.6167,1823,966,857,0,1567,1562,5,Abul Kalam Rasheed Alam,INC,1234,Akbar Ali,AIUDF,339,Male-Skewed,SC,Hindu,36-50
Assam,AS,Goalpara,Jaleswar,38,PC_4,GP School Jaleswar,300012,Auxiliary,Jaleswar Market,26.1333,90.9,1745,922,823,0,1478,1473,5,Aftab Uddin Mollah,INC,1123,Abdul Based Sheikh,AIUDF,361,Male-Skewed,General,Hindu,26-35
Assam,AS,Kamrup,Guwahati Central,52,PC_7,Govt HS School Panbazar,300013,Main,Panbazar Area,26.1833,91.75,1999,1088,911,0,1789,1783,6,Atul Bora,AGP,1456,Sanjay Kishan,INC,327,Male-Skewed,OBC,Hindu,36-50
Assam,AS,Kamrup Metro,Dispur,52,PC_7,GP School Dispur,300014,Auxiliary,Dispur College Road,26.1417,91.7833,2023,1111,912,0,1789,1786,3,Atul Bora,AGP,1567,Sanjay Kishan,INC,219,Male-Skewed,OBC,Hindu,18-25
Assam,AS,Darrang,Mangaldoi,67,PC_8,ZP High School Mangaldoi,300015,Main,Mangaldoi College Road,26.4333,92.0333,1823,966,857,0,1567,1562,5,Dilip Saikia,BJP,1345,Bhupen Borah,INC,217,Male-Skewed,OBC,Hindu,51-65
Assam,AS,Sonitpur,Tezpur,73,PC_9,Govt HS Tezpur,300016,Auxiliary,Tezpur Mission Chariali,26.6333,92.8,1789,945,844,0,1523,1518,5,Pallab Lochan Das,BJP,1234,MG VK Bhanu,INC,284,Male-Skewed,OBC,Hindu,36-50
Assam,AS,Lakhimpur,Lakhimpur,76,PC_11,ZP School Lakhimpur,300017,Main,Lakhimpur Town,27.2333,94.1167,1745,922,823,0,1478,1473,5,Pradan Baruah,BJP,1123,Ranee Narah,INC,350,Male-Skewed,ST,Hindu,36-50
Assam,AS,Dibrugarh,Dibrugarh,116,PC_13,Govt HS Dibrugarh,300018,Auxiliary,Dibrugarh University Road,27.4667,94.9167,1899,999,900,0,1654,1649,5,Rameswar Teli,BJP,1345,Pradip Hazarika,INC,315,Male-Skewed,OBC,Buddhist,36-50
Assam,AS,Tinsukia,Tinsukia,122,PC_12,ZP School Tinsukia,300019,Main,Tinsukia Market,27.4833,95.3667,1823,966,857,0,1567,1562,5,Sanjay Kishan,BJP,1234,Durllove Sonowal,INC,328,Male-Skewed,OBC,Muslim,36-50
Assam,AS,Sivasagar,Nazira,103,PC_12,Govt HS Nazira,300020,Auxiliary,Nazira Tea Estate Road,26.9167,94.7333,1654,867,787,0,1398,1393,5,Debabrata Saikia,INC,945,Pranab Kumar Gogoi,BJP,448,Male-Skewed,General,Hindu,18-25
Assam,AS,Nagaon,Kaliabor,89,PC_11,GP School Samaguri,300100,Main,Samaguri Bazar,26.4667,92.85,1711,899,812,0,1456,1451,5,Gaurav Gogoi,INC,1234,Moni Madhab Mahanta,AGP,328,Male-Skewed,OBC,Muslim,26-35
Bihar,BR,Valmiki Nagar,Valmiki Nagar,1,PC_1,High School Bagaha,400001,Main,Bagaha Station Road,27.1167,84.0667,1823,988,835,0,1567,1562,5,Baijayant Panda,JD(U),1234,Shashwat Kedar,RJD,328,Male-Skewed,General,Muslim,36-50
Bihar,BR,Paschim Champaran,Narkatiaganj,2,PC_2,ZP School Narkatiaganj,400002,Auxiliary,Narkatiaganj Railway,27.1,84.4667,1799,966,833,0,1523,1518,5,Sanjay Jaiswal,BJP,1234,Rakesh Kumar,RJD,284,Male-Skewed,SC,Christian,36-50
Bihar,BR,Purvi Champaran,Motihari,19,PC_3,Govt HS Motihari,400003,Main,Motihari Court Road,26.65,84.9167,1933,1044,889,0,1678,1673,5,Radha Mohan Singh,BJP,1456,Akhilesh Prasad Singh,RJD,217,Male-Skewed,General,Hindu,26-35
Bihar,BR,Sheohar,Sheohar,22,PC_4,MPPS Riga,400004,Auxiliary,Riga Sugar Mill Road,26.6667,85.3667,1599,866,733,0,1345,1340,5,Rama Devi,BJP,1123,Syed Faisal Ali,RJD,227,Male-Skewed,OBC,Muslim,18-25
Bihar,BR,Sitamarhi,Sitamarhi,29,PC_5,ZPHS Sursand,400005,Main,Sursand Border Road,26.65,85.65,1666,888,778,0,1398,1393,5,Sunil Kumar Pintu,JD(U),1123,Arjun Roy,RJD,270,Male-Skewed,OBC,Hindu,36-50
Bihar,BR,Madhubani,Jhanjharpur,38,PC_7,Govt HS Jhanjharpur,400006,Auxiliary,Jhanjharpur College Road,26.2667,86.2833,1899,999,900,0,1654,1649,5,Ramprit Mandal,JD(U),1345,Gulab Yadav,RJD,304,Male-Skewed,OBC,Hindu,26-35
Bihar,BR,Patna Sahib,Patna Sahib,184,PC_30,Govt HS Patna City,400100,Main,Gulzarbagh Station Road,25.5933,85.2333,1999,1088,911,0,1789,1783,6,Ravi Shankar Prasad,BJP,1567,Shatrughan Sinha,INC,216,Male-Skewed,General,Hindu,18-25
Bihar,BR,Valmiki Nagar,Valmiki Nagar,1,PC_1,High School Bagaha,300001,Main,Bagaha Station Road,27.1167,84.0667,1823,988,835,0,1567,1562,5,Baijayant Panda,JD(U),1234,Shashwat Kedar,RJD,328,Male-Skewed,OBC,Hindu,36-50
Bihar,BR,Paschim Champaran,Narkatiaganj,2,PC_2,ZP School Narkatiaganj,300002,Auxiliary,Narkatiaganj Railway,27.1,84.4667,1799,966,833,0,1523,1518,5,Sanjay Jaiswal,BJP,1234,Rakesh Kumar,RJD,284,Male-Skewed,SC,Hindu,26-35
Bihar,BR,Purvi Champaran,Motihari,19,PC_3,Govt HS Motihari,300003,Main,Motihari Court Road,26.65,84.9167,1933,1044,889,0,1678,1673,5,Radha Mohan Singh,BJP,1456,Akhilesh Prasad Singh,RJD,217,Male-Skewed,SC,Christian,26-35
Bihar,BR,Sheohar,Sheohar,22,PC_4,MPPS Riga,300004,Auxiliary,Riga Sugar Mill Road,26.6667,85.3667,1599,866,733,0,1345,1340,5,Rama Devi,BJP,1123,Syed Faisal Ali,RJD,227,Male-Skewed,OBC,Muslim,26-35
Bihar,BR,Sitamarhi,Sursand,29,PC_5,ZPHS Sursand,300005,Main,Sursand Border Road,26.65,85.65,1666,888,778,0,1398,1393,5,Sunil Kumar Pintu,JD(U),1123,Arjun Roy,RJD,270,Male-Skewed,SC,Hindu,18-25
Bihar,BR,Madhubani,Jhanjharpur,38,PC_7,Govt HS Jhanjharpur,300006,Auxiliary,Jhanjharpur College Road,26.2667,86.2833,1899,999,900,0,1654,1649,5,Ramprit Mandal,JD(U),1345,Gulab Yadav,RJD,304,Male-Skewed,General,Hindu,36-50
Bihar,BR,Supaul,Supaul,43,PC_8,ZP School Supaul,300007,Main,Supaul Bazar,26.1167,86.6,1823,955,868,0,1567,1561,6,Dileshwar Kamait,JD(U),1123,Ranjeeta Ranjan,INC,438,Male-Skewed,SC,Hindu,18-25
Bihar,BR,Araria,Araria,48,PC_9,Govt HS Araria,300008,Auxiliary,Araria Zero Mile,26.1333,87.4667,1799,944,855,0,1523,1518,5,Pradeep Kumar Singh,BJP,1234,Sarfaraz Alam,RJD,284,Male-Skewed,OBC,Hindu,26-35
Bihar,BR,Kishanganj,Kishanganj,54,PC_10,ZPHS Thakurganj,300009,Main,Thakurganj Market,26.4333,88.1333,1888,999,889,0,1654,1649,5,Mohammad Jawed,INC,1345,Syed Mahmood Ashraf,JD(U),315,Male-Skewed,OBC,Hindu,26-35
Bihar,BR,Katihar,Katihar,63,PC_11,Govt HS Katihar,300010,Auxiliary,Katihar Railway Colony,25.5333,87.5667,1823,977,846,0,1567,1562,5,Dulal Chandra Goswami,JD(U),1234,Tariq Anwar,INC,339,Male-Skewed,OBC,Hindu,26-35
Bihar,BR,Purnia,Purnia,62,PC_12,ZP School Purnia,300011,Main,Purnia University Road,25.7833,87.4667,1899,1022,877,0,1654,1649,5,Santosh Kushwaha,JD(U),1345,Uday Singh,BJP,315,Male-Skewed,OBC,Hindu,51-65
Bihar,BR,Madhepura,Madhepura,73,PC_13,Govt HS Madhepura,300012,Auxiliary,Madhepura Town,25.9167,86.7833,1799,944,855,0,1523,1518,5,Dinesh Chandra Yadav,JD(U),1234,Sharad Yadav,RJD,295,Male-Skewed,SC,Buddhist,18-25
Bihar,BR,Darbhanga,Darbhanga Rural,81,PC_14,ZPHS Hayaghat,300013,Main,Hayaghat Station Road,26.0667,85.9,1865,988,877,0,1587,1582,5,Gopal Jee Thakur,BJP,1234,Ashraf Fatmi,RJD,359,Male-Skewed,General,Sikh,36-50
Bihar,BR,Muzaffarpur,Muzaffarpur,94,PC_16,Govt HS Muzaffarpur,300014,Auxiliary,Muzaffarpur Bazar,26.1167,85.3667,1976,1066,910,0,1723,1718,5,Ajay Nishad,BJP,1456,Vikassheel Insaan,VIP,263,Male-Skewed,General,Hindu,36-50
Bihar,BR,Vaishali,Hajipur,125,PC_16,ZP School Hajipur,300015,Main,Hajipur Railway Station,25.6833,85.2167,1865,988,877,0,1587,1582,5,Veena Devi,LJP,1234,Raghuvansh Prasad Singh,RJD,359,Male-Skewed,OBC,Hindu,18-25
Bihar,BR,Gopalganj,Gopalganj,101,PC_17,Govt HS Gopalganj,300016,Auxiliary,Gopalganj Sugar Mill,26.4667,84.4333,1823,977,846,0,1567,1562,5,Alok Kumar Suman,JD(U),1234,Suraj Kumar,RJD,339,Male-Skewed,SC,Hindu,36-50
Bihar,BR,Siwan,Siwan,106,PC_18,ZP School Siwan,300017,Main,Siwan Railway Station,26.2167,84.3667,1799,966,833,0,1523,1518,5,Kavita Singh,JD(U),1234,Hena Shahab,RJD,295,Male-Skewed,ST,Hindu,36-50
Bihar,BR,Saran,Chapra,118,PC_20,Govt HS Chapra,300018,Auxiliary,Chapra Ganga Bridge,25.7833,84.7333,1666,888,778,0,1398,1393,5,Rajiv Pratap Rudy,BJP,1123,Chandrahas Yadav,RJD,270,Male-Skewed,OBC,Hindu,26-35
Bihar,BR,Saran,Hajipur,125,PC_16,MPPS Mahua,300019,Main,Mahua Market Road,25.8167,85.4,1823,977,846,0,1567,1562,5,Pawan Kumar Varma,JD(U),1234,Shiv Chandra Ram,RJD,339,Male-Skewed,General,Sikh,26-35
Bihar,BR,Patna,Patna Sahib,184,PC_30,Govt HS Patna City,300020,Auxiliary,Gulzarbagh Station Road,25.5933,85.2333,1999,1088,911,0,1789,1783,6,Ravi Shankar Prasad,BJP,1567,Shatrughan Sinha,INC,216,Male-Skewed,SC,Muslim,18-25
Bihar,BR,Nalanda,Rajgir,173,PC_29,ZP School Rajgir,300100,Main,Rajgir Hot Springs Road,25.0167,85.4167,1756,899,857,0,1487,1482,5,Kaushalendra Kumar,JD(U),1023,Satyanarayan Sinha,RJD,459,Male-Skewed,SC,Muslim,18-25
Chhattisgarh,CG,Surguja,Sitapur,1,PC_1,GP School Sitapur,500001,Main,Sitapur Bazar,22.7667,83.5,1567,823,744,0,1345,1340,5,T S Singh Deo,INC,945,Kamal Bhan Singh,BJP,395,Male-Skewed,SC,Hindu,65+
Chhattisgarh,CG,Surguja,Ambikapur,10,PC_1,Govt HS Ambikapur,500002,Auxiliary,Ambikapur Bus Stand,23.1333,83.1833,1823,944,879,0,1567,1562,5,Renuka Singh,BJP,1234,Kamal Bhan Singh,INC,328,Male-Skewed,OBC,Muslim,51-65
Chhattisgarh,CG,Korba,Katghora,20,PC_4,ZP School Katghora,500003,Main,Katghora Market,22.5,82.55,1799,922,877,0,1523,1518,5,Prem Shankar Patel,BJP,1123,Lakhan Dewangan,INC,405,Male-Skewed,General,Christian,26-35
Chhattisgarh,CG,Korba,Korba,21,PC_4,Govt HS Korba,500004,Auxiliary,Korba NTPC Road,22.3594,82.75,1856,966,890,0,1587,1582,5,Jyotsna Mahant,INC,1234,Vijay Baghel,BJP,348,Male-Skewed,General,Hindu,36-50
Chhattisgarh,CG,Korba,Pali-Tanakhar,22,PC_4,GP School Pali,500005,Main,Pali Bazar,22.4167,82.4333,1623,834,789,0,1389,1384,5,Ram Dayal Uikey,INC,945,Devendra Bahadur Singh,BJP,439,Male-Skewed,General,Hindu,26-35
Chhattisgarh,CG,Raipur,Raipur Rural,47,PC_8,ZP School Abhanpur,500006,Auxiliary,Abhanpur Market,21.05,81.75,1899,967,932,0,1654,1649,5,Brijmohan Agrawal,BJP,1123,Dhanendra Sahu,INC,526,Male-Skewed,SC,Christian,51-65
Chhattisgarh,CG,Raipur,Raipur City West,48,PC_8,Govt HS Raipur West,500007,Main,Tatibandh Area,21.2325,81.6,1923,999,924,0,1698,1693,5,Brijmohan Agrawal,BJP,1345,Satyanarayan Sharma,INC,348,Male-Skewed,SC,Sikh,65+
Chhattisgarh,CG,Raipur,Raipur City North,49,PC_8,ZP School Shankar Nagar,500008,Auxiliary,Shankar Nagar Road,21.2333,81.6333,1987,1033,954,0,1723,1718,5,Satyanarayan Sharma,INC,1456,Kuldeep Juneja,BJP,262,Male-Skewed,OBC,Muslim,36-50
Chhattisgarh,CG,Raipur,Raipur City South,50,PC_8,Govt HS Mowa,500009,Main,Mowa Pandri Road,21.2667,81.65,1999,1088,911,0,1789,1783,6,Brijmohan Agrawal,BJP,1567,Vikas Upadhyay,INC,216,Male-Skewed,SC,Hindu,36-50
Chhattisgarh,CG,Bilaspur,Bilaspur,30,PC_5,Govt HS Bilaspur,500010,Auxiliary,Bilaspur Railway Colony,22.0796,82.1391,1856,966,890,0,1587,1582,5,Arun Sao,BJP,1234,Atal Shrivastava,INC,338,Male-Skewed,OBC,Hindu,51-65
Chhattisgarh,CG,Durg,Durg City,64,PC_7,Govt HS Durg,500011,Main,Durg Station Road,21.1916,81.2833,1987,1033,954,0,1723,1718,5,Vijay Baghel,BJP,1456,Tamradhwaj Sahu,INC,262,Male-Skewed,General,Hindu,26-35
Chhattisgarh,CG,Rajnandgaon,Rajnandgaon,75,PC_6,ZP School Rajnandgaon,500012,Auxiliary,Rajnandgaon Market,21.1,81.0333,1765,912,853,0,1498,1493,5,Santosh Pandey,BJP,1123,Bholaram Sahu,INC,381,Male-Skewed,General,Hindu,18-25
Chhattisgarh,CG,Bastar,Jagdalpur,86,PC_10,Govt HS Jagdalpur,500013,Main,Jagdalpur Bazar,19.0833,81.95,1623,834,789,0,1389,1384,5,Deepak Baij,INC,956,Mahesh Kashyap,BJP,428,Male-Skewed,General,Christian,18-25
Chhattisgarh,CG,Kanker,Kanker,79,PC_11,ZP School Kanker,500014,Auxiliary,Kanker Bus Stand,20.2833,81.5,1543,789,754,0,1321,1316,5,Mohan Mandavi,BJP,912,Biresh Thakur,INC,404,Male-Skewed,General,Hindu,36-50
Chhattisgarh,CG,Mahasamund,Mahasamund,42,PC_9,Govt HS Mahasamund,500015,Main,Mahasamund Railway Road,21.1,82.1,1823,944,879,0,1567,1562,5,Chunni Lal Sahu,BJP,1234,Dhanendra Sahu,INC,328,Male-Skewed,SC,Hindu,18-25
Chhattisgarh,CG,Raigarh,Raigarh,15,PC_2,Govt HS Raigarh,500100,Main,Raigarh Railway Station,21.9,83.4,1789,922,867,0,1523,1518,5,Gomati Sai,BJP,1234,Laljeet Singh Rathia,INC,295,Male-Skewed,OBC,Hindu,26-35
Goa,GA,North Goa,Mandrem,1,PC_1,Govt Primary School Mandrem,1,Main,Mandrem Beach Road,15.65,73.7167,1567,789,778,0,1345,1340,5,Shripad Yesso Naik,BJP,945,Dayanand Sopte,INC,395,Male-Skewed,OBC,Muslim,26-35
Goa,GA,North Goa,Pernem,2,PC_1,ZP School Pernem,2,Auxiliary,Pernem Market,15.7167,73.8,1487,745,742,0,1278,1274,4,Pramod Sawant,BJP,892,Ravi Naik,INC,382,Male-Skewed,OBC,Hindu,18-25
Goa,GA,North Goa,Mapusa,4,PC_1,Govt High School Mapusa,4,Main,Mapusa Market,15.6,73.8167,1623,812,811,0,1389,1384,5,Michael Lobo,BJP,956,Churchill Alemao,INC,428,Male-Skewed,ST,Hindu,26-35
Goa,GA,North Goa,Tivim,5,PC_1,ZP School Tivim,5,Auxiliary,Tivim Railway Station,15.6167,73.8667,1654,845,809,0,1398,1393,5,Pramod Sawant,BJP,912,Premanand Gaonkar,INC,481,Male-Skewed,General,Hindu,36-50
Goa,GA,North Goa,Siolim,6,PC_1,Govt School Siolim,6,Main,Siolim Church Road,15.6333,73.8,1598,817,781,0,1356,1351,5,Clitus D'Cruz,INC,912,Delwyn de Souza,BJP,439,Male-Skewed,SC,Hindu,26-35
Gujarat,GJ,Ahmedabad,Ellis Bridge,44,PC_7,Govt School Ellis Bridge,44,Main,Ellis Bridge Area,23.0333,72.5833,1987,1022,965,0,1723,1718,5,Hasmukh Patel,BJP,1456,Naresh Patel,INC,262,Male-Skewed,OBC,Hindu,51-65
Gujarat,GJ,Surat,Surat East,160,PC_24,ZP School Surat East,160,Auxiliary,Varachha Road,21.2133,72.8456,1999,1088,911,0,1789,1783,6,Darshanaben Jardosh,BJP,1567,Naresh Patel,INC,216,Male-Skewed,General,Muslim,36-50
Gujarat,GJ,Kutch,Abdasa,1,PC_1,GP School Naliya,1,Main,Naliya Town,23.2667,68.8333,1567,823,744,0,1345,1340,5,Vinod Chavda,BJP,1123,Shantilal Patel,INC,217,Male-Skewed,SC,Hindu,26-35
Gujarat,GJ,Ahmedabad,Amraiwadi,51,PC_7,Govt HS Amraiwadi,51,Auxiliary,Amraiwadi Market,23.0333,72.6167,1899,999,900,0,1654,1649,5,Kirit Solanki,BJP,1345,Rajkumar Sharma,INC,304,Male-Skewed,General,Hindu,26-35
Gujarat,GJ,Vadodara,Vadodara,134,PC_18,ZP School Vadodara,134,Main,Vadodara Alkapuri,22.3,73.1833,1823,977,846,0,1567,1562,5,Ranjanben Bhatt,BJP,1234,Prashant N Patel,INC,339,Male-Skewed,OBC,Hindu,26-35
Haryana,HR,Ambala,Ambala Cantt,5,PC_1,Govt School Ambala Cantt,5,Main,Ambala Cantt Market,30.3782,76.7767,1823,944,879,0,1567,1562,5,Rattan Lal Kataria,BJP,1345,Kumari Selja,INC,328,Male-Skewed,OBC,Other,36-50
Haryana,HR,Kurukshetra,Kurukshetra,21,PC_4,ZP School Pehowa,21,Auxiliary,Pehowa Bus Stand,29.7833,76.5667,1799,922,877,0,1523,1518,5,Naveen Jindal,BJP,1123,Deepender Singh Hooda,INC,405,Male-Skewed,General,Hindu,65+
Haryana,HR,Sirsa,Sirsa,45,PC_9,Govt HS Sirsa,45,Main,Sirsa Barnala Road,29.5333,75.0333,1899,999,900,0,1654,1649,5,Sunita Duggal,BJP,1234,Ashok Tanwar,INC,415,Male-Skewed,OBC,Hindu,36-50
Haryana,HR,Gurugram,Gurugram,77,PC_6,ZP School Gurugram,77,Auxiliary,Sector 14 Road,28.4595,77.0266,1999,1088,911,0,1789,1783,6,Rao Inderjit Singh,BJP,1567,Captain Ajay Yadav,INC,216,Male-Skewed,General,Hindu,18-25
Haryana,HR,Rohtak,Rohtak,64,PC_10,Govt School Rohtak,64,Main,Rohtak Civil Lines,28.9,76.6167,1823,977,846,0,1567,1562,5,Arvind Kumar Sharma,INC,1234,Devender Singh Hooda,BJP,339,Male-Skewed,General,Hindu,36-50
Himachal Pradesh,HP,Kangra,Kangra,10,PC_1,Govt HS Kangra,10,Main,Kangra Temple Road,32.0998,76.2691,1567,789,778,0,1345,1340,5,Kishan Kapoor,BJP,945,Pawan Kajal,INC,395,Male-Skewed,General,Christian,65+
Himachal Pradesh,HP,Mandi,Mandi,37,PC_3,ZP School Mandi,37,Auxiliary,Mandi Bus Stand,31.7167,76.8833,1487,745,742,0,1278,1274,4,Ram Swaroop Sharma,BJP,892,Pratibha Singh,INC,382,Male-Skewed,SC,Muslim,36-50
Himachal Pradesh,HP,Shimla,Shimla,63,PC_4,Govt HS Shimla,63,Main,Shimla Mall Road,31.1048,77.1734,1623,812,811,0,1389,1384,5,Suresh Kashyap,BJP,956,Dhani Ram Shandil,INC,428,Male-Skewed,SC,Hindu,36-50
Himachal Pradesh,HP,Solan,Solan,51,PC_4,ZP School Solan,51,Auxiliary,Solan Brewery Road,30.9,77.1,1654,845,809,0,1398,1393,5,Suresh Kashyap,BJP,912,Vinod Sultanpuri,INC,481,Male-Skewed,OBC,Hindu,36-50
Himachal Pradesh,HP,Kangra,Palampur,22,PC_1,Govt School Palampur,22,Main,Palampur Tea Gardens,32.1167,76.5333,1598,817,781,0,1356,1351,5,Kishan Kapoor,BJP,912,Anil Kumar,INC,439,Male-Skewed,ST,Muslim,26-35
Jharkhand (Sample 5 Rows),,,,,,,,,,,,,,,,,,,,,,,,,Balanced,General,Hindu,26-35
,,,,,,,,,,,,,,,,,,,,,,,,,Balanced,SC,Buddhist,36-50
Jharkhand,JH,Ranchi,Ranchi,63,PC_8,Govt HS Ranchi,63,Main,Ranchi Main Road,23.3441,85.3096,1999,1088,911,0,1789,1783,6,Sanjay Seth,BJP,1456,Subodh Kant Sahay,INC,327,Male-Skewed,SC,Hindu,18-25
Jharkhand,JH,Dhanbad,Dhanbad,40,PC_7,ZP School Dhanbad,40,Auxiliary,Dhanbad ISM Road,23.8144,86.4411,1899,999,900,0,1654,1649,5,Pashupati Nath Singh,BJP,1345,Kailash Yadav,AJSU,315,Male-Skewed,OBC,Hindu,65+
Jharkhand,JH,Jamshedpur,Jamshedpur,48,PC_9,Govt HS Jamshedpur,48,Main,Jamshedpur Bistupur,22.804,86.2029,1823,977,846,0,1567,1562,5,Bidyut Baran Mahato,BJP,1234,Champai Soren,JMM,339,Male-Skewed,OBC,Hindu,18-25
Jharkhand,JH,Giridih,Giridih,21,PC_4,ZP School Giridih,21,Main,Giridih Parasnath Road,24.1833,86.3,1799,944,855,0,1523,1518,5,Rabindra Kumar Singh,JD(U),1123,Chandra Prakash Choudhary,AJSU,405,Male-Skewed,SC,Hindu,26-35
Jharkhand,JH,Hazaribagh,Hazaribagh,23,PC_5,Govt HS Hazaribagh,23,Auxiliary,Hazaribagh Medical College,23.9833,85.3667,1933,1044,889,0,1678,1673,5,Jayant Sinha,BJP,1456,Gopal Sahu,INC,217,Male-Skewed,SC,Muslim,36-50
Karnataka,KA,Bengaluru Urban,Bengaluru South,175,PC_26,Govt School Jayanagar,175,Main,Jayanagar 4th Block,12.925,77.5931,1987,1011,976,0,1723,1718,5,Tejasvi Surya,BJP,1456,Lalaji R Mendon,INC,262,Male-Skewed,SC,Hindu,51-65
Karnataka,KA,Bengaluru Urban,Basavanagudi,167,PC_25,ZP School Basavanagudi,167,Auxiliary,Basavanagudi Temple Road,12.9342,77.5733,1899,999,900,0,1654,1649,5,P C Mohan,INC,1345,Tejasvi Surya,BJP,304,Male-Skewed,General,Hindu,26-35
Karnataka,KA,Mysuru,Chamaraja,217,PC_28,Govt HS Chamaraja,217,Main,Mysuru Palace Road,12.3051,76.6551,1823,977,846,0,1567,1562,5,Pratap Simha,BJP,1234,Yathindra Siddaramaiah,INC,339,Male-Skewed,OBC,Hindu,36-50
Karnataka,KA,Belagavi,Belagavi,10,PC_2,ZP School Belagavi,10,Auxiliary,Belagavi Camp,15.8497,74.4977,1799,944,855,0,1523,1518,5,Mangal Angadi,BJP,1123,Satish Jarkiholi,INC,395,Male-Skewed,SC,Hindu,18-25
Karnataka,KA,Hubli-Dharwad,Dharwad,93,PC_11,Govt School Dharwad,93,Main,Dharwad Station Road,15.4542,75.0086,1933,1044,889,0,1678,1673,5,Pralhad Joshi,BJP,1456,Vinay Kulkarni,INC,217,Male-Skewed,OBC,Hindu,36-50
Kerala,KL,Thiruvananthapuram,Vattiyoorkavu,140,PC_20,Govt HS Palayam,140,Main,Palayam Junction,8.5038,76.95,1899,899,1000,0,1654,1649,5,Shashi Tharoor,INC,1345,Kummanam Rajasekharan,BJP,315,Female-Skewed,General,Muslim,51-65
